text	category	star_rating	sentiment	template	action
The airport transfer met basic expectations, which really shaped our adventure experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	met basic expectations
For a budget trip, the tour guide was spotless and well-maintained.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	was spotless and well-maintained
Compared to other places, the room service here was spotless and well-maintained. Highly recommend for families.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
The editorial quality of the weekly digest set a new standard for the genre. Only useful as a doorstop.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
The anthology was forgettable but not terrible. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	was forgettable but not terrible
After two weeks at a safari camp in Kenya, I can say the customer service was a complete disappointment.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	was a complete disappointment
The beach access at a seaside resort in Bali was a complete disappointment. There were several issues during our stay.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	was a complete disappointment
During our stay, the check-in process was the worst I have ever seen. Worth every penny for the experience.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was the worst I have ever seen
For anyone interested in technology trends, this magazine neither impressed nor disappointed me.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	neither impressed nor disappointed me
The hotel room was spotless and well-maintained. The staff went above and beyond.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was spotless and well-maintained
The magazine was a standout piece of journalism. The illustrations and layout were top-notch.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
The special report was the worst publication I have read. There are much better alternatives available.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was the worst publication I have read
The quarterly review was misleading and full of bias. I could not get past the first chapter.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was misleading and full of bias
The editorial quality of the weekly digest had zero editorial quality. Avoid unless you enjoy being frustrated.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	had zero editorial quality
The resort amenities was dirty and poorly maintained, which really shaped our family experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was dirty and poorly maintained
I subscribed for the artificial intelligence coverage and the digital edition was a standard read with no surprises.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standard read with no surprises
The spa treatment at an all-inclusive in Cancun was dirty and poorly maintained. The photos online were misleading.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was dirty and poorly maintained
Compared to other places, the resort amenities here was absolutely wonderful. I would not recommend this to anyone.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was absolutely wonderful
The spa treatment was a truly memorable experience, which really shaped our adventure experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was a truly memorable experience
I visited a countryside B&B in Tuscany and the customer service met basic expectations.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	met basic expectations
As a regular subscriber, I think this special report was a standout piece of journalism.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	was a standout piece of journalism
After reading the newspaper on artificial intelligence, I found it was misleading and full of bias. Every paragraph added something new.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was misleading and full of bias
The latest anthology from a nonprofit newsroom was beautifully written and polished.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	was beautifully written and polished
Overall the room service was nothing special. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was nothing special
I picked up digital edition by a veteran reporter and it wasted my time completely.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	wasted my time completely
This newsletter about technology trends delivered exceptional storytelling. Worth subscribing just for this.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	delivered exceptional storytelling
Overall the pool area was decent for the price. A last-minute deal online.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was decent for the price
