text	category	star_rating	sentiment	template	action
The customer service was a complete disappointment. Management did not seem to care.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was a complete disappointment
We booked a package deal for our anniversary and it delivered and the resort amenities exceeded all my expectations.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	exceeded all my expectations
Overall the check-in process left us stranded without help. Based on fake positive reviews.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	left us stranded without help
Compared to other places, the spa treatment here was a truly memorable experience. I tell everyone about this place.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was a truly memorable experience
The check-in process was acceptable but unremarkable, which really shaped our romantic experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	was acceptable but unremarkable
I visited a mountain lodge in the Alps and the tour guide exceeded all my expectations.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	exceeded all my expectations
This online journal about modern politics was forgettable but not terrible. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	was forgettable but not terrible
For a budget trip, the beach access provided outstanding service.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	provided outstanding service
This newspaper about artificial intelligence was forgettable but not terrible. Read it if you have nothing else on your list.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	was forgettable but not terrible
The latest newspaper from a well-established media group was beautifully written and polished.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	was beautifully written and polished
For a romantic trip, the hotel room was acceptable but unremarkable.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	was acceptable but unremarkable
After reading the online journal on climate change, I found it set a new standard for the genre. The depth of analysis was remarkable.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	set a new standard for the genre
For a family trip, the tour guide met basic expectations.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	met basic expectations
For a budget trip, the hotel room felt like a dream come true.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	felt like a dream come true
For anyone interested in artificial intelligence, this podcast transcript was riddled with errors and typos.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was riddled with errors and typos
The editorial quality of the newspaper felt lazy and poorly researched. Only useful as a doorstop.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	felt lazy and poorly researched
For a adventure trip, the customer service left us stranded without help.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
The check-in process was a truly memorable experience, which really shaped our family experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was a truly memorable experience
The resort amenities provided outstanding service. There were several issues during our stay.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	provided outstanding service
The spa treatment fell far below expectations. Every detail was thoughtfully arranged.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	fell far below expectations
Overall the spa treatment left us stranded without help. The most expensive package but it was not worth it.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	left us stranded without help
For a romantic trip, the room service fell far below expectations.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	fell far below expectations
The anthology was an engaging and captivating read. The price-to-value ratio is excellent.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was an engaging and captivating read
I subscribed for the technology trends coverage and the quarterly review was an engaging and captivating read.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was an engaging and captivating read
During our stay, the hotel room was spotless and well-maintained. Great for couples looking for a getaway.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	was spotless and well-maintained
I subscribed for the health and wellness coverage and the anthology felt lazy and poorly researched.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	felt lazy and poorly researched
During our stay, the airport transfer felt like a dream come true. It depends on what you are looking for.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	felt like a dream come true
